,datetime,Spot_Price_Prediction,power,dispatch,revenue,capacity,closing,decision1,decision2
307,2021-07-07 09:30:00,74.82,0.0,0.0,0.0,0.0,0.0,1,1
308,2021-07-07 10:00:00,77.37,0.0,0.0,0.0,0.0,0.0,1,1
309,2021-07-07 10:30:00,71.51,0.0,0.0,0.0,0.0,0.0,0,0
310,2021-07-07 11:00:00,69.91,0.0,0.0,0.0,0.0,0.0,0,0
311,2021-07-07 11:30:00,71.57,0.0,0.0,0.0,0.0,0.0,0,0
312,2021-07-07 12:00:00,68.89,0.0,0.0,0.0,0.0,0.0,0,0
313,2021-07-07 12:30:00,64.27,-300.0,-150.0,-9728.0,0.0,135.0,-1,-1
314,2021-07-07 13:00:00,60.81,-300.0,-150.0,-9204.0,135.0,270.0,-1,-1
315,2021-07-07 13:30:00,62.79,-300.0,-150.0,-9504.0,270.0,405.0,-1,-1
316,2021-07-07 14:00:00,69.51,-300.0,-150.0,-10521.0,405.0,540.0,-1,-1
317,2021-07-07 14:30:00,73.03,-88.88888888888889,-44.44444444444444,-3275.0,540.0,580.0,-1,-1
318,2021-07-07 15:00:00,77.85,-0.0,-0.0,0.0,580.0,580.0,-1,-1
319,2021-07-07 15:30:00,88.49,-0.0,-0.0,0.0,580.0,580.0,-1,-1
320,2021-07-07 16:00:00,95.27,-0.0,-0.0,0.0,580.0,580.0,-1,-1
321,2021-07-07 16:30:00,102.81,0.0,0.0,0.0,580.0,580.0,0,0
322,2021-07-07 17:00:00,116.24,300.0,135.0,15551.0,580.0,430.0,1,1
323,2021-07-07 17:30:00,109.67,300.0,135.0,14672.0,430.0,280.0,1,1
324,2021-07-07 18:00:00,111.89,300.0,135.0,14969.0,280.0,130.0,1,1
325,2021-07-07 18:30:00,110.83,260.0,117.0,12850.0,130.0,0.0,1,1
326,2021-07-07 19:00:00,109.83,0.0,0.0,0.0,0.0,0.0,1,1
327,2021-07-07 19:30:00,94.5,0.0,0.0,0.0,0.0,0.0,0,0
328,2021-07-07 20:00:00,97.29,0.0,0.0,0.0,0.0,0.0,0,0
329,2021-07-07 20:30:00,98.34,0.0,0.0,0.0,0.0,0.0,1,1
330,2021-07-07 21:00:00,94.11,0.0,0.0,0.0,0.0,0.0,1,1
331,2021-07-07 21:30:00,86.47,-300.0,-150.0,-13088.0,0.0,135.0,-1,-1
332,2021-07-07 22:00:00,87.04,0.0,0.0,0.0,135.0,135.0,0,0
333,2021-07-07 22:30:00,90.22,0.0,0.0,0.0,135.0,135.0,0,0
334,2021-07-07 23:00:00,88.21,0.0,0.0,0.0,135.0,135.0,0,0
335,2021-07-07 23:30:00,99.85,270.0,121.5,12023.0,135.0,0.0,1,1
336,2021-07-08 00:00:00,103.58,0.0,0.0,0.0,0.0,0.0,1,1
337,2021-07-08 00:30:00,90.56,0.0,0.0,0.0,0.0,0.0,1,1
338,2021-07-08 01:00:00,87.03,0.0,0.0,0.0,0.0,0.0,0,0
339,2021-07-08 01:30:00,87.39,0.0,0.0,0.0,0.0,0.0,0,0
340,2021-07-08 02:00:00,83.76,0.0,0.0,0.0,0.0,0.0,0,0
341,2021-07-08 02:30:00,78.62,-300.0,-150.0,-11900.0,0.0,135.0,-1,-1
342,2021-07-08 03:00:00,79.05,-300.0,-150.0,-11965.0,135.0,270.0,-1,-1
343,2021-07-08 03:30:00,81.48,-300.0,-150.0,-12333.0,270.0,405.0,-1,-1
344,2021-07-08 04:00:00,84.4,0.0,0.0,0.0,405.0,405.0,0,0
345,2021-07-08 04:30:00,86.83,0.0,0.0,0.0,405.0,405.0,0,0
346,2021-07-08 05:00:00,87.41,0.0,0.0,0.0,405.0,405.0,0,0
347,2021-07-08 05:30:00,92.09,300.0,135.0,12320.0,405.0,255.0,1,1
348,2021-07-08 06:00:00,91.28,300.0,135.0,12212.0,255.0,105.0,1,1
349,2021-07-08 06:30:00,91.85,210.0,94.5,8602.0,105.0,0.0,1,1
350,2021-07-08 07:00:00,91.05,0.0,0.0,0.0,0.0,0.0,1,1
351,2021-07-08 07:30:00,81.12,0.0,0.0,0.0,0.0,0.0,1,1
352,2021-07-08 08:00:00,78.07,0.0,0.0,0.0,0.0,0.0,1,1
353,2021-07-08 08:30:00,77.83,0.0,0.0,0.0,0.0,0.0,1,1
354,2021-07-08 09:00:00,72.72,0.0,0.0,0.0,0.0,0.0,0,0
355,2021-07-08 09:30:00,75.01,0.0,0.0,0.0,0.0,0.0,1,1
356,2021-07-08 10:00:00,76.88,0.0,0.0,0.0,0.0,0.0,1,1
357,2021-07-08 10:30:00,71.29,0.0,0.0,0.0,0.0,0.0,0,0
358,2021-07-08 11:00:00,70.87,0.0,0.0,0.0,0.0,0.0,0,0
359,2021-07-08 11:30:00,73.1,0.0,0.0,0.0,0.0,0.0,0,0
360,2021-07-08 12:00:00,70.2,0.0,0.0,0.0,0.0,0.0,0,0
361,2021-07-08 12:30:00,64.04,-300.0,-150.0,-9693.0,0.0,135.0,-1,-1
362,2021-07-08 13:00:00,62.37,-300.0,-150.0,-9440.0,135.0,270.0,-1,-1
363,2021-07-08 13:30:00,64.48,-300.0,-150.0,-9760.0,270.0,405.0,-1,-1
364,2021-07-08 14:00:00,70.28,-300.0,-150.0,-10638.0,405.0,540.0,-1,-1
365,2021-07-08 14:30:00,73.2,-88.88888888888889,-44.44444444444444,-3283.0,540.0,580.0,-1,-1
366,2021-07-08 15:00:00,77.54,-0.0,-0.0,0.0,580.0,580.0,-1,-1
367,2021-07-08 15:30:00,87.3,-0.0,-0.0,0.0,580.0,580.0,-1,-1
368,2021-07-08 16:00:00,94.21,-0.0,-0.0,0.0,580.0,580.0,-1,-1
369,2021-07-08 16:30:00,102.04,0.0,0.0,0.0,580.0,580.0,0,0
370,2021-07-08 17:00:00,114.15,300.0,135.0,15272.0,580.0,430.0,1,1
371,2021-07-08 17:30:00,107.54,0.0,0.0,0.0,430.0,430.0,0,0
372,2021-07-08 18:00:00,110.79,300.0,135.0,14822.0,430.0,280.0,1,1
373,2021-07-08 18:30:00,110.35,300.0,135.0,14763.0,280.0,130.0,1,1
374,2021-07-08 19:00:00,109.45,260.0,117.0,12690.0,130.0,0.0,1,1
375,2021-07-08 19:30:00,94.98,0.0,0.0,0.0,0.0,0.0,0,0
376,2021-07-08 20:00:00,98.02,0.0,0.0,0.0,0.0,0.0,0,0
377,2021-07-08 20:30:00,100.15,0.0,0.0,0.0,0.0,0.0,1,1
378,2021-07-08 21:00:00,95.27,0.0,0.0,0.0,0.0,0.0,1,1
379,2021-07-08 21:30:00,87.14,-300.0,-150.0,-13190.0,0.0,135.0,-1,-1
380,2021-07-08 22:00:00,87.75,0.0,0.0,0.0,135.0,135.0,0,0
381,2021-07-08 22:30:00,90.62,0.0,0.0,0.0,135.0,135.0,0,0
382,2021-07-08 23:00:00,88.2,0.0,0.0,0.0,135.0,135.0,0,0
383,2021-07-08 23:30:00,99.02,270.0,121.5,11923.0,135.0,0.0,1,1
384,2021-07-09 00:00:00,103.99,0.0,0.0,0.0,0.0,0.0,1,1
385,2021-07-09 00:30:00,92.31,0.0,0.0,0.0,0.0,0.0,1,1
386,2021-07-09 01:00:00,87.36,0.0,0.0,0.0,0.0,0.0,0,0
387,2021-07-09 01:30:00,87.47,0.0,0.0,0.0,0.0,0.0,0,0
388,2021-07-09 02:00:00,84.19,-300.0,-150.0,-12743.0,0.0,135.0,-1,-1
389,2021-07-09 02:30:00,79.73,-300.0,-150.0,-12068.0,135.0,270.0,-1,-1
390,2021-07-09 03:00:00,80.37,-300.0,-150.0,-12165.0,270.0,405.0,-1,-1
391,2021-07-09 03:30:00,83.69,-300.0,-150.0,-12668.0,405.0,540.0,-1,-1
392,2021-07-09 04:00:00,86.09,0.0,0.0,0.0,540.0,540.0,0,0
393,2021-07-09 04:30:00,88.13,0.0,0.0,0.0,540.0,540.0,0,0
394,2021-07-09 05:00:00,90.06,0.0,0.0,0.0,540.0,540.0,0,0
395,2021-07-09 05:30:00,94.93,300.0,135.0,12700.0,540.0,390.0,1,1
396,2021-07-09 06:00:00,93.8,300.0,135.0,12549.0,390.0,240.0,1,1
397,2021-07-09 06:30:00,94.88,300.0,135.0,12694.0,240.0,90.0,1,1
398,2021-07-09 07:00:00,94.68,180.0,81.0,7600.0,90.0,0.0,1,1
399,2021-07-09 07:30:00,85.94,0.0,0.0,0.0,0.0,0.0,1,1
400,2021-07-09 08:00:00,82.15,0.0,0.0,0.0,0.0,0.0,1,1
401,2021-07-09 08:30:00,82.34,0.0,0.0,0.0,0.0,0.0,1,1
402,2021-07-09 09:00:00,76.92,0.0,0.0,0.0,0.0,0.0,1,1
403,2021-07-09 09:30:00,78.55,0.0,0.0,0.0,0.0,0.0,1,1
404,2021-07-09 10:00:00,79.22,0.0,0.0,0.0,0.0,0.0,1,1
405,2021-07-09 10:30:00,73.4,0.0,0.0,0.0,0.0,0.0,0,0
406,2021-07-09 11:00:00,72.9,0.0,0.0,0.0,0.0,0.0,0,0
407,2021-07-09 11:30:00,74.14,0.0,0.0,0.0,0.0,0.0,0,0
408,2021-07-09 12:00:00,70.39,0.0,0.0,0.0,0.0,0.0,0,0
409,2021-07-09 12:30:00,64.27,-300.0,-150.0,-9728.0,0.0,135.0,-1,-1
410,2021-07-09 13:00:00,61.83,-300.0,-150.0,-9359.0,135.0,270.0,-1,-1
411,2021-07-09 13:30:00,63.67,-300.0,-150.0,-9637.0,270.0,405.0,-1,-1
412,2021-07-09 14:00:00,68.86,-300.0,-150.0,-10423.0,405.0,540.0,-1,-1
413,2021-07-09 14:30:00,71.81,-88.88888888888889,-44.44444444444444,-3221.0,540.0,580.0,-1,-1
414,2021-07-09 15:00:00,75.98,-0.0,-0.0,0.0,580.0,580.0,-1,-1
415,2021-07-09 15:30:00,85.76,-0.0,-0.0,0.0,580.0,580.0,-1,-1
416,2021-07-09 16:00:00,92.06,-0.0,-0.0,0.0,580.0,580.0,-1,-1
417,2021-07-09 16:30:00,100.51,0.0,0.0,0.0,580.0,580.0,0,0
418,2021-07-09 17:00:00,112.33,300.0,135.0,15028.0,580.0,430.0,1,1
419,2021-07-09 17:30:00,106.7,300.0,135.0,14275.0,430.0,280.0,1,1
420,2021-07-09 18:00:00,108.69,300.0,135.0,14541.0,280.0,130.0,1,1
421,2021-07-09 18:30:00,108.75,260.0,117.0,12609.0,130.0,0.0,1,1
422,2021-07-09 19:00:00,107.51,0.0,0.0,0.0,0.0,0.0,1,1
423,2021-07-09 19:30:00,94.62,0.0,0.0,0.0,0.0,0.0,0,0
424,2021-07-09 20:00:00,97.01,0.0,0.0,0.0,0.0,0.0,0,0
425,2021-07-09 20:30:00,99.27,0.0,0.0,0.0,0.0,0.0,1,1
426,2021-07-09 21:00:00,94.46,0.0,0.0,0.0,0.0,0.0,0,0
427,2021-07-09 21:30:00,87.15,-300.0,-150.0,-13191.0,0.0,135.0,-1,-1
428,2021-07-09 22:00:00,88.16,0.0,0.0,0.0,135.0,135.0,0,0
429,2021-07-09 22:30:00,91.14,0.0,0.0,0.0,135.0,135.0,0,0
430,2021-07-09 23:00:00,89.42,0.0,0.0,0.0,135.0,135.0,0,0
431,2021-07-09 23:30:00,100.0,270.0,121.5,12041.0,135.0,0.0,1,1
432,2021-07-10 00:00:00,104.43,0.0,0.0,0.0,0.0,0.0,1,1
433,2021-07-10 00:30:00,92.39,0.0,0.0,0.0,0.0,0.0,1,1
434,2021-07-10 01:00:00,87.82,0.0,0.0,0.0,0.0,0.0,0,0
435,2021-07-10 01:30:00,88.65,0.0,0.0,0.0,0.0,0.0,0,0
436,2021-07-10 02:00:00,85.47,-300.0,-150.0,-12937.0,0.0,135.0,-1,-1
437,2021-07-10 02:30:00,81.28,-300.0,-150.0,-12303.0,135.0,270.0,-1,-1
438,2021-07-10 03:00:00,82.13,-300.0,-150.0,-12431.0,270.0,405.0,-1,-1
439,2021-07-10 03:30:00,84.88,-300.0,-150.0,-12848.0,405.0,540.0,-1,-1
440,2021-07-10 04:00:00,87.39,0.0,0.0,0.0,540.0,540.0,0,0
441,2021-07-10 04:30:00,89.95,0.0,0.0,0.0,540.0,540.0,0,0
442,2021-07-10 05:00:00,92.12,0.0,0.0,0.0,540.0,540.0,0,0
443,2021-07-10 05:30:00,97.16,300.0,135.0,12999.0,540.0,390.0,1,1
444,2021-07-10 06:00:00,96.42,300.0,135.0,12900.0,390.0,240.0,1,1
445,2021-07-10 06:30:00,97.54,300.0,135.0,13049.0,240.0,90.0,1,1
446,2021-07-10 07:00:00,96.96,180.0,81.0,7783.0,90.0,0.0,1,1
447,2021-07-10 07:30:00,88.11,0.0,0.0,0.0,0.0,0.0,1,1
448,2021-07-10 08:00:00,84.73,0.0,0.0,0.0,0.0,0.0,1,1
449,2021-07-10 08:30:00,84.52,0.0,0.0,0.0,0.0,0.0,1,1
450,2021-07-10 09:00:00,79.03,0.0,0.0,0.0,0.0,0.0,1,1
451,2021-07-10 09:30:00,79.88,0.0,0.0,0.0,0.0,0.0,1,1
452,2021-07-10 10:00:00,80.27,0.0,0.0,0.0,0.0,0.0,1,1
453,2021-07-10 10:30:00,74.44,0.0,0.0,0.0,0.0,0.0,1,1
454,2021-07-10 11:00:00,73.43,0.0,0.0,0.0,0.0,0.0,0,0
455,2021-07-10 11:30:00,74.07,0.0,0.0,0.0,0.0,0.0,0,0
456,2021-07-10 12:00:00,69.46,0.0,0.0,0.0,0.0,0.0,0,0
457,2021-07-10 12:30:00,63.27,-300.0,-150.0,-9577.0,0.0,135.0,-1,-1
458,2021-07-10 13:00:00,60.72,-300.0,-150.0,-9191.0,135.0,270.0,-1,-1
459,2021-07-10 13:30:00,62.87,-300.0,-150.0,-9516.0,270.0,405.0,-1,-1
460,2021-07-10 14:00:00,67.7,-300.0,-150.0,-10247.0,405.0,540.0,-1,-1
461,2021-07-10 14:30:00,70.41,-88.88888888888889,-44.44444444444444,-3158.0,540.0,580.0,-1,-1
462,2021-07-10 15:00:00,75.39,-0.0,-0.0,0.0,580.0,580.0,-1,-1
463,2021-07-10 15:30:00,85.32,-0.0,-0.0,0.0,580.0,580.0,-1,-1
464,2021-07-10 16:00:00,91.62,-0.0,-0.0,0.0,580.0,580.0,-1,-1
465,2021-07-10 16:30:00,99.77,0.0,0.0,0.0,580.0,580.0,0,0
466,2021-07-10 17:00:00,111.67,300.0,135.0,14940.0,580.0,430.0,1,1
467,2021-07-10 17:30:00,106.98,300.0,135.0,14312.0,430.0,280.0,1,1
468,2021-07-10 18:00:00,108.61,300.0,135.0,14530.0,280.0,130.0,1,1
469,2021-07-10 18:30:00,108.66,260.0,117.0,12599.0,130.0,0.0,1,1
470,2021-07-10 19:00:00,106.83,0.0,0.0,0.0,0.0,0.0,1,1
471,2021-07-10 19:30:00,94.85,0.0,0.0,0.0,0.0,0.0,0,0
472,2021-07-10 20:00:00,97.06,0.0,0.0,0.0,0.0,0.0,0,0
473,2021-07-10 20:30:00,98.76,0.0,0.0,0.0,0.0,0.0,1,1
474,2021-07-10 21:00:00,94.32,0.0,0.0,0.0,0.0,0.0,0,0
475,2021-07-10 21:30:00,87.2,0.0,0.0,0.0,0.0,0.0,0,0
476,2021-07-10 22:00:00,88.31,0.0,0.0,0.0,0.0,0.0,0,0
477,2021-07-10 22:30:00,91.05,0.0,0.0,0.0,0.0,0.0,0,0
478,2021-07-10 23:00:00,89.37,0.0,0.0,0.0,0.0,0.0,0,0
479,2021-07-10 23:30:00,99.24,0.0,0.0,0.0,0.0,0.0,1,1
480,2021-07-11 00:00:00,103.29,0.0,0.0,0.0,0.0,0.0,1,1
481,2021-07-11 00:30:00,91.47,0.0,0.0,0.0,0.0,0.0,1,1
482,2021-07-11 01:00:00,86.58,0.0,0.0,0.0,0.0,0.0,0,0
483,2021-07-11 01:30:00,86.88,0.0,0.0,0.0,0.0,0.0,0,0
484,2021-07-11 02:00:00,83.81,-300.0,-150.0,-12686.0,0.0,135.0,-1,-1
485,2021-07-11 02:30:00,79.65,-300.0,-150.0,-12056.0,135.0,270.0,-1,-1
486,2021-07-11 03:00:00,80.1,-300.0,-150.0,-12124.0,270.0,405.0,-1,-1
487,2021-07-11 03:30:00,83.08,-300.0,-150.0,-12575.0,405.0,540.0,-1,-1
488,2021-07-11 04:00:00,85.81,-88.88888888888889,-44.44444444444444,-3848.0,540.0,580.0,-1,-1
489,2021-07-11 04:30:00,88.55,0.0,0.0,0.0,580.0,580.0,0,0
490,2021-07-11 05:00:00,90.56,0.0,0.0,0.0,580.0,580.0,0,0
491,2021-07-11 05:30:00,95.26,300.0,135.0,12744.0,580.0,430.0,1,1
492,2021-07-11 06:00:00,94.52,300.0,135.0,12645.0,430.0,280.0,1,1
493,2021-07-11 06:30:00,95.89,300.0,135.0,12829.0,280.0,130.0,1,1
494,2021-07-11 07:00:00,95.66,260.0,117.0,11091.0,130.0,0.0,1,1
495,2021-07-11 07:30:00,87.33,0.0,0.0,0.0,0.0,0.0,1,1
496,2021-07-11 08:00:00,84.13,0.0,0.0,0.0,0.0,0.0,1,1
497,2021-07-11 08:30:00,83.79,0.0,0.0,0.0,0.0,0.0,1,1
498,2021-07-11 09:00:00,78.06,0.0,0.0,0.0,0.0,0.0,1,1
499,2021-07-11 09:30:00,78.92,0.0,0.0,0.0,0.0,0.0,1,1
500,2021-07-11 10:00:00,80.12,0.0,0.0,0.0,0.0,0.0,1,1
501,2021-07-11 10:30:00,74.64,0.0,0.0,0.0,0.0,0.0,1,1
502,2021-07-11 11:00:00,73.01,0.0,0.0,0.0,0.0,0.0,0,0
503,2021-07-11 11:30:00,74.03,0.0,0.0,0.0,0.0,0.0,0,0
504,2021-07-11 12:00:00,69.68,0.0,0.0,0.0,0.0,0.0,0,0
505,2021-07-11 12:30:00,63.67,-300.0,-150.0,-9637.0,0.0,135.0,-1,-1
506,2021-07-11 13:00:00,61.01,-300.0,-150.0,-9235.0,135.0,270.0,-1,-1
507,2021-07-11 13:30:00,63.19,-300.0,-150.0,-9565.0,270.0,405.0,-1,-1
508,2021-07-11 14:00:00,68.23,-300.0,-150.0,-10327.0,405.0,540.0,-1,-1
509,2021-07-11 14:30:00,70.94,-88.88888888888889,-44.44444444444444,-3182.0,540.0,580.0,-1,-1
510,2021-07-11 15:00:00,76.03,-0.0,-0.0,0.0,580.0,580.0,-1,-1
511,2021-07-11 15:30:00,85.41,-0.0,-0.0,0.0,580.0,580.0,-1,-1
512,2021-07-11 16:00:00,91.26,-0.0,-0.0,0.0,580.0,580.0,-1,-1
513,2021-07-11 16:30:00,99.65,0.0,0.0,0.0,580.0,580.0,0,0
514,2021-07-11 17:00:00,111.09,300.0,135.0,14862.0,580.0,430.0,1,1
515,2021-07-11 17:30:00,106.47,300.0,135.0,14244.0,430.0,280.0,1,1
516,2021-07-11 18:00:00,107.72,300.0,135.0,14411.0,280.0,130.0,1,1
517,2021-07-11 18:30:00,107.93,260.0,117.0,12514.0,130.0,0.0,1,1
518,2021-07-11 19:00:00,106.1,0.0,0.0,0.0,0.0,0.0,1,1
519,2021-07-11 19:30:00,94.62,0.0,0.0,0.0,0.0,0.0,0,0
520,2021-07-11 20:00:00,96.47,0.0,0.0,0.0,0.0,0.0,0,0
521,2021-07-11 20:30:00,98.19,0.0,0.0,0.0,0.0,0.0,1,1
522,2021-07-11 21:00:00,93.86,0.0,0.0,0.0,0.0,0.0,1,1
523,2021-07-11 21:30:00,86.92,0.0,0.0,0.0,0.0,0.0,0,0
524,2021-07-11 22:00:00,87.65,0.0,0.0,0.0,0.0,0.0,0,0
525,2021-07-11 22:30:00,90.39,0.0,0.0,0.0,0.0,0.0,0,0
526,2021-07-11 23:00:00,88.62,0.0,0.0,0.0,0.0,0.0,0,0
527,2021-07-11 23:30:00,97.95,0.0,0.0,0.0,0.0,0.0,1,1
528,2021-07-12 00:00:00,101.81,0.0,0.0,0.0,0.0,0.0,1,1
529,2021-07-12 00:30:00,90.49,0.0,0.0,0.0,0.0,0.0,1,1
530,2021-07-12 01:00:00,85.62,0.0,0.0,0.0,0.0,0.0,0,0
531,2021-07-12 01:30:00,85.95,0.0,0.0,0.0,0.0,0.0,0,0
532,2021-07-12 02:00:00,82.92,-300.0,-150.0,-12551.0,0.0,135.0,-1,-1
533,2021-07-12 02:30:00,79.03,-300.0,-150.0,-11962.0,135.0,270.0,-1,-1
534,2021-07-12 03:00:00,79.44,-300.0,-150.0,-12024.0,270.0,405.0,-1,-1
535,2021-07-12 03:30:00,82.36,-300.0,-150.0,-12466.0,405.0,540.0,-1,-1
536,2021-07-12 04:00:00,84.91,-88.88888888888889,-44.44444444444444,-3808.0,540.0,580.0,-1,-1
537,2021-07-12 04:30:00,87.37,0.0,0.0,0.0,580.0,580.0,0,0
538,2021-07-12 05:00:00,89.2,0.0,0.0,0.0,580.0,580.0,0,0
539,2021-07-12 05:30:00,93.61,300.0,135.0,12524.0,580.0,430.0,1,1
540,2021-07-12 06:00:00,92.85,300.0,135.0,12422.0,430.0,280.0,1,1
541,2021-07-12 06:30:00,94.46,300.0,135.0,12637.0,280.0,130.0,1,1
542,2021-07-12 07:00:00,94.16,260.0,117.0,10918.0,130.0,0.0,1,1
543,2021-07-12 07:30:00,85.89,0.0,0.0,0.0,0.0,0.0,1,1
544,2021-07-12 08:00:00,82.88,0.0,0.0,0.0,0.0,0.0,1,1
545,2021-07-12 08:30:00,82.92,0.0,0.0,0.0,0.0,0.0,1,1
546,2021-07-12 09:00:00,77.46,0.0,0.0,0.0,0.0,0.0,1,1
547,2021-07-12 09:30:00,78.59,0.0,0.0,0.0,0.0,0.0,1,1
548,2021-07-12 10:00:00,79.7,0.0,0.0,0.0,0.0,0.0,1,1
549,2021-07-12 10:30:00,74.4,0.0,0.0,0.0,0.0,0.0,1,1
550,2021-07-12 11:00:00,72.87,0.0,0.0,0.0,0.0,0.0,0,0
551,2021-07-12 11:30:00,74.23,0.0,0.0,0.0,0.0,0.0,0,0
552,2021-07-12 12:00:00,70.12,0.0,0.0,0.0,0.0,0.0,0,0
553,2021-07-12 12:30:00,64.11,-300.0,-150.0,-9704.0,0.0,135.0,-1,-1
554,2021-07-12 13:00:00,61.62,-300.0,-150.0,-9327.0,135.0,270.0,-1,-1
555,2021-07-12 13:30:00,64.0,-300.0,-150.0,-9687.0,270.0,405.0,-1,-1
556,2021-07-12 14:00:00,68.87,-300.0,-150.0,-10424.0,405.0,540.0,-1,-1
557,2021-07-12 14:30:00,71.38,-88.88888888888889,-44.44444444444444,-3201.0,540.0,580.0,-1,-1
558,2021-07-12 15:00:00,76.27,-0.0,-0.0,0.0,580.0,580.0,-1,-1
559,2021-07-12 15:30:00,85.27,-0.0,-0.0,0.0,580.0,580.0,-1,-1
560,2021-07-12 16:00:00,90.8,-0.0,-0.0,0.0,580.0,580.0,-1,-1
561,2021-07-12 16:30:00,99.26,0.0,0.0,0.0,580.0,580.0,0,0
562,2021-07-12 17:00:00,110.25,300.0,135.0,14750.0,580.0,430.0,1,1
563,2021-07-12 17:30:00,105.66,300.0,135.0,14136.0,430.0,280.0,1,1
564,2021-07-12 18:00:00,106.72,300.0,135.0,14278.0,280.0,130.0,1,1
565,2021-07-12 18:30:00,107.17,260.0,117.0,12426.0,130.0,0.0,1,1
566,2021-07-12 19:00:00,105.04,0.0,0.0,0.0,0.0,0.0,1,1
567,2021-07-12 19:30:00,93.95,0.0,0.0,0.0,0.0,0.0,0,0
568,2021-07-12 20:00:00,95.5,0.0,0.0,0.0,0.0,0.0,0,0
569,2021-07-12 20:30:00,97.29,0.0,0.0,0.0,0.0,0.0,1,1
570,2021-07-12 21:00:00,93.11,0.0,0.0,0.0,0.0,0.0,1,1
571,2021-07-12 21:30:00,86.48,0.0,0.0,0.0,0.0,0.0,0,0
572,2021-07-12 22:00:00,87.06,0.0,0.0,0.0,0.0,0.0,0,0
573,2021-07-12 22:30:00,89.78,0.0,0.0,0.0,0.0,0.0,0,0
574,2021-07-12 23:00:00,88.14,0.0,0.0,0.0,0.0,0.0,0,0
575,2021-07-12 23:30:00,96.94,0.0,0.0,0.0,0.0,0.0,1,1
576,2021-07-13 00:00:00,100.82,0.0,0.0,0.0,0.0,0.0,1,1
577,2021-07-13 00:30:00,90.0,0.0,0.0,0.0,0.0,0.0,1,1
578,2021-07-13 01:00:00,85.18,0.0,0.0,0.0,0.0,0.0,0,0
579,2021-07-13 01:30:00,85.68,0.0,0.0,0.0,0.0,0.0,0,0
580,2021-07-13 02:00:00,82.64,-300.0,-150.0,-12509.0,0.0,135.0,-1,-1
581,2021-07-13 02:30:00,78.88,-300.0,-150.0,-11939.0,135.0,270.0,-1,-1
582,2021-07-13 03:00:00,79.41,-300.0,-150.0,-12020.0,270.0,405.0,-1,-1
583,2021-07-13 03:30:00,82.22,-300.0,-150.0,-12445.0,405.0,540.0,-1,-1
584,2021-07-13 04:00:00,84.61,-88.88888888888889,-44.44444444444444,-3795.0,540.0,580.0,-1,-1
585,2021-07-13 04:30:00,86.99,0.0,0.0,0.0,580.0,580.0,0,0
586,2021-07-13 05:00:00,89.0,0.0,0.0,0.0,580.0,580.0,0,0
587,2021-07-13 05:30:00,93.43,300.0,135.0,12500.0,580.0,430.0,1,1
588,2021-07-13 06:00:00,92.75,300.0,135.0,12409.0,430.0,280.0,1,1
589,2021-07-13 06:30:00,94.16,300.0,135.0,12597.0,280.0,130.0,1,1
590,2021-07-13 07:00:00,93.77,260.0,117.0,10872.0,130.0,0.0,1,1
591,2021-07-13 07:30:00,85.76,0.0,0.0,0.0,0.0,0.0,1,1
592,2021-07-13 08:00:00,82.78,0.0,0.0,0.0,0.0,0.0,1,1
593,2021-07-13 08:30:00,82.93,0.0,0.0,0.0,0.0,0.0,1,1
594,2021-07-13 09:00:00,77.7,0.0,0.0,0.0,0.0,0.0,1,1
595,2021-07-13 09:30:00,78.76,0.0,0.0,0.0,0.0,0.0,1,1
596,2021-07-13 10:00:00,79.73,0.0,0.0,0.0,0.0,0.0,1,1
597,2021-07-13 10:30:00,74.58,0.0,0.0,0.0,0.0,0.0,1,1
598,2021-07-13 11:00:00,73.13,0.0,0.0,0.0,0.0,0.0,0,0
599,2021-07-13 11:30:00,74.39,0.0,0.0,0.0,0.0,0.0,0,0
600,2021-07-13 12:00:00,70.35,0.0,0.0,0.0,0.0,0.0,0,0
601,2021-07-13 12:30:00,64.32,-300.0,-150.0,-9736.0,0.0,135.0,-1,-1
602,2021-07-13 13:00:00,61.98,-300.0,-150.0,-9381.0,135.0,270.0,-1,-1
603,2021-07-13 13:30:00,64.34,-300.0,-150.0,-9739.0,270.0,405.0,-1,-1
604,2021-07-13 14:00:00,68.91,-300.0,-150.0,-10430.0,405.0,540.0,-1,-1
605,2021-07-13 14:30:00,71.16,-88.88888888888889,-44.44444444444444,-3191.0,540.0,580.0,-1,-1
606,2021-07-13 15:00:00,75.96,-0.0,-0.0,0.0,580.0,580.0,-1,-1
607,2021-07-13 15:30:00,84.65,-0.0,-0.0,0.0,580.0,580.0,-1,-1
608,2021-07-13 16:00:00,89.93,-0.0,-0.0,0.0,580.0,580.0,-1,-1
609,2021-07-13 16:30:00,98.38,0.0,0.0,0.0,580.0,580.0,0,0
610,2021-07-13 17:00:00,108.97,300.0,135.0,14579.0,580.0,430.0,1,1
611,2021-07-13 17:30:00,104.8,300.0,135.0,14021.0,430.0,280.0,1,1
612,2021-07-13 18:00:00,105.77,300.0,135.0,14150.0,280.0,130.0,1,1
613,2021-07-13 18:30:00,106.41,260.0,117.0,12338.0,130.0,0.0,1,1
614,2021-07-13 19:00:00,104.02,0.0,0.0,0.0,0.0,0.0,1,1
615,2021-07-13 19:30:00,93.45,0.0,0.0,0.0,0.0,0.0,0,0
616,2021-07-13 20:00:00,94.77,0.0,0.0,0.0,0.0,0.0,0,0
